181471,27.759795495389145,4,2,0,31,1,0
181472,-10,4,2,0,31,0,0
181562,27.7104102284053,4,2,0,31,1,0
181563,-10,4,2,0,31,0,0
181653,27.44653249832349,4,2,0,32,1,0
181654,-10,4,2,0,32,0,0
181744,27.063768810159225,4,2,0,33,1,0
181745,-10,4,2,0,33,0,0
181835,26.58679016807475,4,2,0,34,1,0
181836,-10,4,2,0,34,0,0
181926,26.024972506378898,4,2,0,34,1,0
181927,-10,4,2,0,34,0,0
182016,25.40510633976031,4,2,0,35,1,0
182017,-10,4,2,0,35,0,0
182107,24.715634163730915,4,2,0,36,1,0
182108,-10,4,2,0,36,0,0
182198,24.07038341469244,4,2,0,36,1,0
182199,-10,4,2,0,36,0,0
182289,23.380284391046775,4,2,0,37,1,0
182290,-10,4,2,0,37,0,0
182380,22.722350087141745,4,2,0,38,1,0
182381,-10,4,2,0,38,0,0
182471,22.127123057293467,4,2,0,39,1,0
182472,-10,4,2,0,39,0,0
182562,21.502079778391884,4,2,0,39,1,0
182563,-10,4,2,0,39,0,0
182653,20.967024974817246,4,2,0,40,1,0
182654,-10,4,2,0,40,0,0
182744,20.44154322520283,4,2,0,41,1,0
182745,-10,4,2,0,41,0,0
182835,19.957723320166085,4,2,0,41,1,0
182836,-10,4,2,0,41,0,0
182926,19.536763565883287,4,2,0,42,1,0
182927,-10,4,2,0,42,0,0
183016,19.195662330630743,4,2,0,43,1,0
183017,-10,4,2,0,43,0,0
183107,18.91583340421109,4,2,0,44,1,0
183108,-10,4,2,0,44,0,0
183198,18.68612805811919,4,2,0,44,1,0
183199,-10,4,2,0,44,0,0
183289,18.479843502882375,4,2,0,45,1,0
183290,-10,4,2,0,45,0,0
183380,18.375923478545616,4,2,0,46,1,0
183381,-10,4,2,0,46,0,0
183471,18.3453115916285,4,2,0,46,1,0
183472,-10,4,2,0,46,0,0
183562,18.3453115916285,4,2,0,47,1,0
183563,-10,4,2,0,47,0,0
183653,18.35268609924704,4,2,0,48,1,0
183654,-10,4,2,0,48,0,0
183744,18.329102515456363,4,2,0,49,1,0
183745,-10,4,2,0,49,0,0
183835,18.332076795144868,4,2,0,49,1,0
183836,-10,4,2,0,49,0,0
183926,18.361591920602237,4,2,0,50,1,0
183927,-10,4,2,0,50,0,0
184016,18.38640620673969,4,2,0,51,1,0
184017,-10,4,2,0,51,0,0
184107,18.42631134491964,4,2,0,51,1,0
184108,-10,4,2,0,51,0,0
184198,18.46138711334202,4,2,0,52,1,0
184199,-10,4,2,0,52,0,0
184289,18.522714662365754,4,2,0,53,1,0
184290,-10,4,2,0,53,0,0
184380,18.616938362281452,4,2,0,54,1,0
184381,-10,4,2,0,54,0,0
184471,18.73282546064001,4,2,0,54,1,0
184472,-10,4,2,0,54,0,0
184562,18.90671646002967,4,2,0,55,1,0
184563,-10,4,2,0,55,0,0
184653,19.1197247700702,4,2,0,56,1,0
184654,-10,4,2,0,56,0,0
184744,19.402320675469053,4,2,0,56,1,0
184745,-10,4,2,0,56,0,0
184835,19.744550902495973,4,2,0,57,1,0
184836,-10,4,2,0,57,0,0
184926,20.20181476836491,4,2,0,58,1,0
184927,-10,4,2,0,58,0,0
185016,20.791889815884403,4,2,0,59,1,0
185017,-10,4,2,0,59,0,0
185107,21.46735820587406,4,2,0,59,1,0
185108,-10,4,2,0,59,0,0
185198,22.395331487159613,4,2,0,60,1,0
185199,-10,4,2,0,60,0,0
185289,23.380666372204598,4,2,0,61,1,0
185290,-10,4,2,0,61,0,0
185380,24.309211389186228,4,2,0,61,1,0
185381,-10,4,2,0,61,0,0
185471,25.202908905764257,4,2,0,62,1,0
185472,-10,4,2,0,62,0,0
185562,25.965372576503583,4,2,0,63,1,0
185563,-10,4,2,0,63,0,0
185653,26.690759981246185,4,2,0,64,1,0
185654,-10,4,2,0,64,0,0
185744,27.309612368093234,4,2,0,64,1,0
185745,-10,4,2,0,64,0,0
185835,27.800442052514818,4,2,0,65,1,0
185836,-10,4,2,0,65,0,0
185926,28.166693696428247,4,2,0,66,1,0
185927,-10,4,2,0,66,0,0
186016,28.448882173624785,4,2,0,66,1,0
186017,-10,4,2,0,66,0,0
186107,28.703611301183823,4,2,0,67,1,0
186108,-10,4,2,0,67,0,0
186198,28.86963245502106,4,2,0,68,1,0
186199,-10,4,2,0,68,0,0
186289,28.95868963861078,4,2,0,69,1,0
186290,-10,4,2,0,69,0,0
186380,28.966059502416357,4,2,0,69,1,0
186381,-10,4,2,0,69,0,0
186471,29.02614608571641,4,2,0,70,1,0
186472,-10,4,2,0,70,0,0
